"No.","Time","DeltaDisplay","DeltaApplication","Source","Destination","Protocol","Len","ColorRule","Protocol","IP TTL","Stream#","SEQ","DNS TTL","DNS Retrans","QType","RType","Transaction ID","Info"
"260","41396938.982365","5.740508","5.740508000","10.42.0.1","10.42.0.196","DNS","83","7-DNS","UDP","64","8","","","","A (Host Address)","","0xa669","Standard query response 0xa669 Server failure A youtubei.googleapis.com"
"261","41396928.494534","-10.487831","","10.42.0.196","31.13.64.50","UDP","206","4-UDP","UDP","64","12","","","","","","","43539  >  stun(3478) Len=164"
"262","41396928.494630","0.000096","","10.42.0.196","31.13.64.50","UDP","206","4-UDP","UDP","64","12","","","","","","","43539  >  stun(3478) Len=164"
"263","41396928.611701","0.117071","","31.13.64.50","10.42.0.196","UDP","110","4-UDP","UDP","78","12","","","","","","","stun(3478)  >  43539 Len=68"
"264","41396928.611946","0.000245","","31.13.64.50","10.42.0.196","UDP","110","4-UDP","UDP","78","12","","","","","","","stun(3478)  >  43539 Len=68"
"265","41396936.263084","7.651138","","31.13.64.50","10.42.0.196","UDP","88","4-UDP","UDP","78","12","","","","","","","stun(3478)  >  43539 Len=46"
"266","41396936.523096","0.260012","","31.13.64.50","10.42.0.196","UDP","68","4-UDP","UDP","78","12","","","","","","","stun(3478)  >  43539 Len=26"
"267","41396936.579827","0.056731","","10.42.0.196","31.13.64.50","UDP","266","4-UDP","UDP","64","12","","","","","","","43539  >  stun(3478) Len=224"
"268","41396936.580664","0.000837","","10.42.0.196","31.13.64.50","UDP","266","4-UDP","UDP","64","12","","","","","","","43539  >  stun(3478) Len=224"
"269","41396936.587944","0.007280","","10.42.0.196","31.13.64.50","UDP","266","4-UDP","UDP","64","12","","","","","","","43539  >  stun(3478) Len=224"
"270","41396936.588008","0.000064","","10.42.0.196","31.13.64.50","UDP","266","4-UDP","UDP","64","12","","","","","","","43539  >  stun(3478) Len=224"
"271","41396936.598327","0.010319","","31.13.64.50","10.42.0.196","RTP","118","T-RTP != EF","UDP","78","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x1099858F, Seq=1, Time=112320"
"272","41396936.598663","0.000336","","10.42.0.196","31.13.64.50","UDP","88","4-UDP","UDP","64","12","","","","","","","43539  >  stun(3478) Len=46"
"273","41396936.636585","0.037922","","10.42.0.196","31.13.64.50","UDP","68","4-UDP","UDP","64","12","","","","","","","43539  >  stun(3478) Len=26"
"274","41396936.676633","0.040048","","10.42.0.196","31.13.64.50","UDP","48","4-UDP","UDP","64","12","","","","","","","43539  >  stun(3478) Len=6"
"275","41396936.695433","0.018800","","31.13.64.50","10.42.0.196","UDP","110","4-UDP","UDP","78","12","","","","","","","stun(3478)  >  43539 Len=68"
"276","41396936.697271","0.001838","","31.13.64.50","10.42.0.196","UDP","110","4-UDP","UDP","78","12","","","","","","","stun(3478)  >  43539 Len=68"
"277","41396936.705871","0.008600","","31.13.64.50","10.42.0.196","RTP","116","T-RTP != EF","UDP","78","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x1099858F, Seq=2, Time=114240"
"278","41396936.709356","0.003485","","31.13.64.50","10.42.0.196","UDP","110","4-UDP","UDP","78","12","","","","","","","stun(3478)  >  43539 Len=68"
"279","41396936.711876","0.002520","","31.13.64.50","10.42.0.196","UDP","110","4-UDP","UDP","78","12","","","","","","","stun(3478)  >  43539 Len=68"
"280","41396936.715277","0.003401","","10.42.0.196","31.13.64.50","RTP","100","T-RTP != EF","UDP","64","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x7E30769E, Seq=1, Time=159360"
"281","41396936.761221","0.045944","","31.13.64.50","10.42.0.196","RTP","67","T-RTP != EF","UDP","78","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x1099858F, Seq=3, Time=115200"
"282","41396936.778511","0.017290","","10.42.0.196","31.13.64.50","UDP","266","4-UDP","UDP","64","12","","","","","","","43539  >  stun(3478) Len=224"
"283","41396936.778754","0.000243","","10.42.0.196","31.13.64.50","UDP","266","4-UDP","UDP","64","12","","","","","","","43539  >  stun(3478) Len=224"
"284","41396936.790072","0.011318","","31.13.64.50","10.42.0.196","UDP","44","4-UDP","UDP","78","12","","","","","","","stun(3478)  >  43539 Len=2"
"285","41396936.835962","0.045890","","10.42.0.196","31.13.64.50","RTP","99","T-RTP != EF","UDP","64","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x7E30769E, Seq=2, Time=161280"
"286","41396936.893250","0.057288","","31.13.64.50","10.42.0.196","UDP","110","4-UDP","UDP","78","12","","","","","","","stun(3478)  >  43539 Len=68"
"287","41396936.894358","0.001108","","31.13.64.50","10.42.0.196","UDP","110","4-UDP","UDP","78","12","","","","","","","stun(3478)  >  43539 Len=68"
"288","41396936.896546","0.002188","","10.42.0.196","31.13.64.50","RTP","67","T-RTP != EF","UDP","64","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x7E30769E, Seq=3, Time=162240"
"289","41396937.131870","0.235324","","31.13.64.50","10.42.0.196","RTP","92","T-RTP != EF","UDP","78","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x1099858F, Seq=4, Time=120960"
"290","41396937.260722","0.128852","","10.42.0.196","31.13.64.50","RTP","87","T-RTP != EF","UDP","64","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x7E30769E, Seq=4, Time=168000"
"291","41396937.379521","0.118799","","31.13.64.50","10.42.0.196","UDP","164","4-UDP","UDP","78","12","","","","","","","stun(3478)  >  43539 Len=122"
"292","41396937.542542","0.163021","","31.13.64.50","10.42.0.196","RTP","99","T-RTP != EF","UDP","78","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x1099858F, Seq=5, Time=127680"
"293","41396937.661076","0.118534","","10.42.0.196","31.13.64.50","UDP","164","4-UDP","UDP","64","12","","","","","","","43539  >  stun(3478) Len=122"
"294","41396937.661146","0.000070","","10.42.0.196","31.13.64.50","RTP","87","T-RTP != EF","UDP","64","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x7E30769E, Seq=5, Time=174720"
"295","41396937.962108","0.300962","","31.13.64.50","10.42.0.196","RTP","96","T-RTP != EF","UDP","78","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x1099858F, Seq=6, Time=134400"
"296","41396938.100773","0.138665","","10.42.0.196","31.13.64.50","RTP","87","T-RTP != EF","UDP","64","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x7E30769E, Seq=6, Time=181440"
"297","41396938.237437","0.136664","","31.13.64.50","10.42.0.196","UDP","164","4-UDP","UDP","78","12","","","","","","","stun(3478)  >  43539 Len=122"
"298","41396938.382307","0.144870","","31.13.64.50","10.42.0.196","RTP","88","T-RTP != EF","UDP","78","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x1099858F, Seq=7, Time=141120"
"299","41396938.520348","0.138041","","10.42.0.196","31.13.64.50","RTP","87","T-RTP != EF","UDP","64","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x7E30769E, Seq=7, Time=188160"
"300","41396938.700694","0.180346","","10.42.0.196","31.13.64.50","UDP","164","4-UDP","UDP","64","12","","","","","","","43539  >  stun(3478) Len=122"
"301","41396938.803476","0.102782","","31.13.64.50","10.42.0.196","RTP","91","T-RTP != EF","UDP","78","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x1099858F, Seq=8, Time=147840"
"302","41396938.941239","0.137763","","10.42.0.196","31.13.64.50","RTP","90","T-RTP != EF","UDP","64","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x7E30769E, Seq=8, Time=194880"
"303","41396939.038014","0.096775","","10.42.0.196","31.13.64.50","RTP","195","T-RTP != EF","UDP","64","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x7E30769E, Seq=9, Time=196800, Mark"
"304","41396939.179977","0.141963","","10.42.0.196","31.13.64.50","RTP","101","T-RTP != EF","UDP","64","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x7E30769E, Seq=10, Time=198720"
"305","41396939.240892","0.060915","","31.13.64.50","10.42.0.196","UDP","164","4-UDP","UDP","78","12","","","","","","","stun(3478)  >  43539 Len=122"
"306","41396939.247594","0.006702","","31.13.64.50","10.42.0.196","RTP","261","T-RTP != EF","UDP","78","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x1099858F, Seq=9, Time=154560, Mark"
"307","41396939.300824","0.053230","","10.42.0.196","31.13.64.50","RTP","144","T-RTP != EF","UDP","64","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x7E30769E, Seq=11, Time=200640"
"308","41396939.377582","0.076758","","31.13.64.50","10.42.0.196","RTP","117","T-RTP != EF","UDP","78","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x1099858F, Seq=10, Time=156480"
"309","41396939.381490","0.003908","","10.42.0.196","31.13.64.50","UDP","164","4-UDP","UDP","64","12","","","","","","","43539  >  stun(3478) Len=122"
"310","41396939.421511","0.040021","","10.42.0.196","31.13.64.50","RTP","184","T-RTP != EF","UDP","64","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x7E30769E, Seq=12, Time=202560"
"311","41396939.479554","0.058043","","31.13.64.50","10.42.0.196","UDP","164","4-UDP","UDP","78","12","","","","","","","stun(3478)  >  43539 Len=122"
"312","41396939.487281","0.007727","","31.13.64.50","10.42.0.196","RTP","88","T-RTP != EF","UDP","78","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x1099858F, Seq=11, Time=157440"
"313","41396939.487613","0.000332","","31.13.64.50","10.42.0.196","RTP","67","T-RTP != EF","UDP","78","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x1099858F, Seq=12, Time=158400"
"314","41396939.542609","0.054996","","10.42.0.196","31.13.64.50","RTP","412","T-RTP != EF","UDP","64","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x7E30769E, Seq=13, Time=204480"
"315","41396939.614583","0.071974","","31.13.64.50","10.42.0.196","RTP","310","T-RTP != EF","UDP","78","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x1099858F, Seq=13, Time=160320"
"316","41396939.662589","0.048006","","10.42.0.196","31.13.64.50","RTP","402","T-RTP != EF","UDP","64","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x7E30769E, Seq=14, Time=206400"
"317","41396939.686293","0.023704","","10.42.0.196","31.13.64.50","UDP","48","4-UDP","UDP","64","12","","","","","","","43539  >  stun(3478) Len=6"
"318","41396939.702798","0.016505","","10.42.0.196","31.13.64.50","UDP","164","4-UDP","UDP","64","12","","","","","","","43539  >  stun(3478) Len=122"
"319","41396939.712918","0.010120","","31.13.64.50","10.42.0.196","RTP","358","T-RTP != EF","UDP","78","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x1099858F, Seq=14, Time=162240"
"320","41396939.783788","0.070870","","10.42.0.196","31.13.64.50","RTP","396","T-RTP != EF","UDP","64","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x7E30769E, Seq=15, Time=208320"
"321","41396939.799046","0.015258","","31.13.64.50","10.42.0.196","UDP","44","4-UDP","UDP","78","12","","","","","","","stun(3478)  >  43539 Len=2"
"322","41396939.831224","0.032178","","31.13.64.50","10.42.0.196","RTP","413","T-RTP != EF","UDP","78","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x1099858F, Seq=15, Time=164160"
"323","41396939.901340","0.070116","","10.42.0.196","31.13.64.50","RTP","310","T-RTP != EF","UDP","64","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x7E30769E, Seq=16, Time=210240"
"324","41396939.971963","0.070623","","31.13.64.50","10.42.0.196","RTP","406","T-RTP != EF","UDP","78","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x1099858F, Seq=16, Time=166080"
"325","41396940.000960","0.028997","","10.42.0.196","31.13.64.50","RTP","113","T-RTP != EF","UDP","64","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x7E30769E, Seq=17, Time=212160"
"326","41396940.101654","0.100694","","31.13.64.50","10.42.0.196","RTP","281","T-RTP != EF","UDP","78","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x1099858F, Seq=17, Time=168000"
"327","41396940.121443","0.019789","","10.42.0.196","31.13.64.50","RTP","80","T-RTP != EF","UDP","64","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x7E30769E, Seq=18, Time=213120"
"328","41396940.122089","0.000646","","10.42.0.196","31.13.64.50","RTP","67","T-RTP != EF","UDP","64","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x7E30769E, Seq=19, Time=214080"
"329","41396940.189105","0.067016","","31.13.64.50","10.42.0.196","RTP","117","T-RTP != EF","UDP","78","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x1099858F, Seq=18, Time=169920"
"330","41396940.281467","0.092362","","31.13.64.50","10.42.0.196","UDP","164","4-UDP","UDP","78","12","","","","","","","stun(3478)  >  43539 Len=122"
"331","41396940.451281","0.169814","","31.13.64.50","10.42.0.196","RTP","67","T-RTP != EF","UDP","78","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x1099858F, Seq=20, Time=171840"
"332","41396940.451665","0.000384","","31.13.64.50","10.42.0.196","RTP","83","T-RTP != EF","UDP","78","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x1099858F, Seq=19, Time=170880"
"333","41396940.500416","0.048751","","10.42.0.196","31.13.64.50","RTP","87","T-RTP != EF","UDP","64","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x7E30769E, Seq=20, Time=219840"
"334","41396940.681321","0.180905","","31.13.64.50","10.42.0.196","RTP","104","T-RTP != EF","UDP","78","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x1099858F, Seq=21, Time=177600"
"335","41396940.740812","0.059491","","10.42.0.196","31.13.64.50","UDP","68","4-UDP","UDP","64","12","","","","","","","43539  >  stun(3478) Len=26"
"336","41396940.801823","0.061011","","10.42.0.196","31.13.64.50","UDP","164","4-UDP","UDP","64","12","","","","","","","43539  >  stun(3478) Len=122"
"337","41396940.916656","0.114833","","10.42.0.196","31.13.64.50","RTP","87","T-RTP != EF","UDP","64","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x7E30769E, Seq=21, Time=226560"
"338","41396941.129083","0.212427","","31.13.64.50","10.42.0.196","RTP","97","T-RTP != EF","UDP","78","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x1099858F, Seq=22, Time=184320"
"339","41396941.287735","0.158652","","31.13.64.50","10.42.0.196","UDP","68","4-UDP","UDP","78","12","","","","","","","stun(3478)  >  43539 Len=26"
"340","41396941.332230","0.044495","","31.13.64.50","10.42.0.196","UDP","164","4-UDP","UDP","78","12","","","","","","","stun(3478)  >  43539 Len=122"
"341","41396941.340402","0.008172","","10.42.0.196","31.13.64.50","RTP","88","T-RTP != EF","UDP","64","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x7E30769E, Seq=22, Time=233280"
"342","41396941.504548","0.164146","","31.13.64.50","10.42.0.196","RTP","91","T-RTP != EF","UDP","78","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x1099858F, Seq=23, Time=191040"
"343","41396941.741232","0.236684","","10.42.0.196","31.13.64.50","RTP","88","T-RTP != EF","UDP","64","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x7E30769E, Seq=23, Time=240000"
"344","41396941.741959","0.000727","","10.42.0.196","31.13.64.50","UDP","68","4-UDP","UDP","64","12","","","","","","","43539  >  stun(3478) Len=26"
"345","41396941.820099","0.078140","","10.42.0.196","31.13.64.50","UDP","164","4-UDP","UDP","64","12","","","","","","","43539  >  stun(3478) Len=122"
"346","41396941.998710","0.178611","","31.13.64.50","10.42.0.196","RTP","182","T-RTP != EF","UDP","78","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x1099858F, Seq=24, Time=198720, Mark"
"347","41396942.101161","0.102451","","31.13.64.50","10.42.0.196","RTP","112","T-RTP != EF","UDP","78","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x1099858F, Seq=25, Time=200640"
"348","41396942.180926","0.079765","","10.42.0.196","31.13.64.50","RTP","95","T-RTP != EF","UDP","64","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x7E30769E, Seq=24, Time=246720"
"349","41396942.185240","0.004314","","31.13.64.50","10.42.0.196","RTP","67","T-RTP != EF","UDP","78","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x1099858F, Seq=26, Time=201600"
"350","41396942.291416","0.106176","","31.13.64.50","10.42.0.196","UDP","68","4-UDP","UDP","78","12","","","","","","","stun(3478)  >  43539 Len=26"
"351","41396942.302737","0.011321","","10.42.0.196","31.13.64.50","RTP","459","T-RTP != EF","UDP","64","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x7E30769E, Seq=25, Time=248640, Mark"
"352","41396942.395945","0.093208","","31.13.64.50","10.42.0.196","UDP","164","4-UDP","UDP","78","12","","","","","","","stun(3478)  >  43539 Len=122"
"353","41396942.402034","0.006089","","31.13.64.50","10.42.0.196","RTP","472","T-RTP != EF","UDP","78","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x1099858F, Seq=27, Time=205440"
"354","41396942.422375","0.020341","","10.42.0.196","31.13.64.50","RTP","461","T-RTP != EF","UDP","64","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x7E30769E, Seq=26, Time=250560"
"355","41396942.532992","0.110617","","31.13.64.50","10.42.0.196","RTP","475","T-RTP != EF","UDP","78","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x1099858F, Seq=28, Time=207360"
"356","41396942.544128","0.011136","","10.42.0.196","31.13.64.50","RTP","381","T-RTP != EF","UDP","64","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x7E30769E, Seq=27, Time=252480"
"357","41396942.641060","0.096932","","10.42.0.196","31.13.64.50","RTP","113","T-RTP != EF","UDP","64","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x7E30769E, Seq=28, Time=254400"
"358","41396942.651712","0.010652","","31.13.64.50","10.42.0.196","RTP","405","T-RTP != EF","UDP","78","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x1099858F, Seq=29, Time=209280"
"359","41396942.699913","0.048201","","10.42.0.196","31.13.64.50","UDP","48","4-UDP","UDP","64","12","","","","","","","43539  >  stun(3478) Len=6"
"360","41396942.779934","0.080021","","10.42.0.196","31.13.64.50","RTP","103","T-RTP != EF","UDP","64","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x7E30769E, Seq=29, Time=256320"
"361","41396942.780000","0.000066","","10.42.0.196","31.13.64.50","UDP","68","4-UDP","UDP","64","12","","","","","","","43539  >  stun(3478) Len=26"
"362","41396942.781621","0.001621","","31.13.64.50","10.42.0.196","RTP","165","T-RTP != EF","UDP","78","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x1099858F, Seq=30, Time=211200"
"363","41396942.813453","0.031832","","31.13.64.50","10.42.0.196","UDP","44","4-UDP","UDP","78","12","","","","","","","stun(3478)  >  43539 Len=2"
"364","41396942.840105","0.026652","","10.42.0.196","31.13.64.50","UDP","164","4-UDP","UDP","64","12","","","","","","","43539  >  stun(3478) Len=122"
"365","41396942.840176","0.000071","","10.42.0.196","31.13.64.50","RTP","67","T-RTP != EF","UDP","64","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x7E30769E, Seq=30, Time=257280"
"366","41396942.909475","0.069299","","31.13.64.50","10.42.0.196","RTP","109","T-RTP != EF","UDP","78","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x1099858F, Seq=31, Time=213120"
"367","41396942.944656","0.035181","","31.13.64.50","10.42.0.196","RTP","67","T-RTP != EF","UDP","78","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x1099858F, Seq=32, Time=214080"
"368","41396943.180696","0.236040","","10.42.0.196","31.13.64.50","RTP","89","T-RTP != EF","UDP","64","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x7E30769E, Seq=31, Time=263040"
"369","41396943.312745","0.132049","","31.13.64.50","10.42.0.196","RTP","96","T-RTP != EF","UDP","78","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x1099858F, Seq=33, Time=219840"
"370","41396943.313361","0.000616","","31.13.64.50","10.42.0.196","UDP","68","4-UDP","UDP","78","12","","","","","","","stun(3478)  >  43539 Len=26"
"371","41396943.449474","0.136113","","31.13.64.50","10.42.0.196","UDP","164","4-UDP","UDP","78","12","","","","","","","stun(3478)  >  43539 Len=122"
"372","41396943.607476","0.158002","","10.42.0.196","31.13.64.50","UDP","116","4-UDP","UDP","64","12","","","","","","","43539  >  stun(3478) Len=74"
"373","41396943.607607","0.000131","","10.42.0.196","31.13.64.50","UDP","116","4-UDP","UDP","64","12","","","","","","","43539  >  stun(3478) Len=74"
"374","41396943.608531","0.000924","","10.42.0.196","31.13.64.50","UDP","116","4-UDP","UDP","64","12","","","","","","","43539  >  stun(3478) Len=74"
"375","41396943.608673","0.000142","","10.42.0.196","31.13.64.50","UDP","214","4-UDP","UDP","64","12","","","","","","","43539  >  stun(3478) Len=172"
"376","41396943.614931","0.006258","","31.13.64.50","10.42.0.196","RTP","292","T-RTP != EF","UDP","78","12","","","","","","","PT=DynamicRTP-Type-120, SSRC=0x1099858F, Seq=34, Time=224640, Mark"
"377","41396928.497049","-15.117882","","10.42.0.196","31.13.86.48","UDP","206","4-UDP","UDP","64","13","","","","","","","37234  >  stun(3478) Len=164"
"378","41396928.497158","0.000109","","10.42.0.196","31.13.86.48","UDP","206","4-UDP","UDP","64","13","","","","","","","37234  >  stun(3478) Len=164"
"379","41396928.618597","0.121439","","31.13.86.48","10.42.0.196","UDP","110","4-UDP","UDP","81","13","","","","","","","stun(3478)  >  37234 Len=68"
"380","41396928.618804","0.000207","","31.13.86.48","10.42.0.196","UDP","110","4-UDP","UDP","81","13","","","","","","","stun(3478)  >  37234 Len=68"
"381","41396936.580726","7.961922","","10.42.0.196","31.13.86.48","UDP","266","4-UDP","UDP","64","13","","","","","","","37234  >  stun(3478) Len=224"
"382","41396936.581422","0.000696","","10.42.0.196","31.13.86.48","UDP","266","4-UDP","UDP","64","13","","","","","","","37234  >  stun(3478) Len=224"
"383","41396936.702788","0.121366","","31.13.86.48","10.42.0.196","UDP","110","4-UDP","UDP","81","13","","","","","","","stun(3478)  >  37234 Len=68"
"384","41396936.705894","0.003106","","31.13.86.48","10.42.0.196","UDP","110","4-UDP","UDP","81","13","","","","","","","stun(3478)  >  37234 Len=68"
"385","41396943.608712","6.902818","","10.42.0.196","31.13.86.48","UDP","214","4-UDP","UDP","64","13","","","","","","","37234  >  stun(3478) Len=172"
"386","41396928.501708","-15.107004","","10.42.0.196","157.240.201.62","UDP","206","4-UDP","UDP","64","14","","","","","","","44785  >  stun(3478) Len=164"
"387","41396928.501807","0.000099","","10.42.0.196","157.240.201.62","UDP","206","4-UDP","UDP","64","14","","","","","","","44785  >  stun(3478) Len=164"
"388","41396928.624641","0.122834","","157.240.201.62","10.42.0.196","UDP","110","4-UDP","UDP","80","14","","","","","","","stun(3478)  >  44785 Len=68"
"389","41396928.625364","0.000723","","157.240.201.62","10.42.0.196","UDP","110","4-UDP","UDP","80","14","","","","","","","stun(3478)  >  44785 Len=68"
"390","41396936.581485","7.956121","","10.42.0.196","157.240.201.62","UDP","266","4-UDP","UDP","64","14","","","","","","","44785  >  stun(3478) Len=224"
"391","41396936.581499","0.000014","","10.42.0.196","157.240.201.62","UDP","266","4-UDP","UDP","64","14","","","","","","","44785  >  stun(3478) Len=224"
"392","41396936.706489","0.124990","","157.240.201.62","10.42.0.196","UDP","110","4-UDP","UDP","80","14","","","","","","","stun(3478)  >  44785 Len=68"
"393","41396936.708407","0.001918","","157.240.201.62","10.42.0.196","UDP","110","4-UDP","UDP","80","14","","","","","","","stun(3478)  >  44785 Len=68"
"394","41396943.608729","6.900322","","10.42.0.196","157.240.201.62","UDP","214","4-UDP","UDP","64","14","","","","","","","44785  >  stun(3478) Len=172"
"395","41396928.501827","-15.106902","","10.42.0.196","185.60.216.51","UDP","206","4-UDP","UDP","64","15","","","","","","","40397  >  stun(3478) Len=164"
"396","41396928.501850","0.000023","","10.42.0.196","185.60.216.51","UDP","206","4-UDP","UDP","64","15","","","","","","","40397  >  stun(3478) Len=164"
"397","41396928.613300","0.111450","","185.60.216.51","10.42.0.196","UDP","110","4-UDP","UDP","81","15","","","","","","","stun(3478)  >  40397 Len=68"
"398","41396928.613581","0.000281","","185.60.216.51","10.42.0.196","UDP","110","4-UDP","UDP","81","15","","","","","","","stun(3478)  >  40397 Len=68"
"399","41396936.582501","7.968920","","10.42.0.196","185.60.216.51","UDP","266","4-UDP","UDP","64","15","","","","","","","40397  >  stun(3478) Len=224"
"400","41396936.582549","0.000048","","10.42.0.196","185.60.216.51","UDP","266","4-UDP","UDP","64","15","","","","","","","40397  >  stun(3478) Len=224"
"401","41396936.696756","0.114207","","185.60.216.51","10.42.0.196","UDP","110","4-UDP","UDP","81","15","","","","","","","stun(3478)  >  40397 Len=68"
"402","41396936.697816","0.001060","","185.60.216.51","10.42.0.196","UDP","110","4-UDP","UDP","81","15","","","","","","","stun(3478)  >  40397 Len=68"
"403","41396943.608742","6.910926","","10.42.0.196","185.60.216.51","UDP","214","4-UDP","UDP","64","15","","","","","","","40397  >  stun(3478) Len=172"
"404","41396928.503773","-15.104969","","10.42.0.196","31.13.84.48","UDP","206","4-UDP","UDP","64","16","","","","","","","46653  >  stun(3478) Len=164"
"405","41396928.503878","0.000105","","10.42.0.196","31.13.84.48","UDP","206","4-UDP","UDP","64","16","","","","","","","46653  >  stun(3478) Len=164"
"406","41396928.616852","0.112974","","31.13.84.48","10.42.0.196","UDP","110","4-UDP","UDP","78","16","","","","","","","stun(3478)  >  46653 Len=68"
"407","41396928.617138","0.000286","","31.13.84.48","10.42.0.196","UDP","110","4-UDP","UDP","78","16","","","","","","","stun(3478)  >  46653 Len=68"
"408","41396936.582574","7.965436","","10.42.0.196","31.13.84.48","UDP","266","4-UDP","UDP","64","16","","","","","","","46653  >  stun(3478) Len=224"
"409","41396936.582701","0.000127","","10.42.0.196","31.13.84.48","UDP","266","4-UDP","UDP","64","16","","","","","","","46653  >  stun(3478) Len=224"
"410","41396936.700141","0.117440","","31.13.84.48","10.42.0.196","UDP","110","4-UDP","UDP","78","16","","","","","","","stun(3478)  >  46653 Len=68"
"411","41396936.700856","0.000715","","31.13.84.48","10.42.0.196","UDP","110","4-UDP","UDP","78","16","","","","","","","stun(3478)  >  46653 Len=68"
"412","41396943.608751","6.907895","","10.42.0.196","31.13.84.48","UDP","214","4-UDP","UDP","64","16","","","","","","","46653  >  stun(3478) Len=172"
"413","41396928.707653","-14.901098","","10.42.0.196","10.42.0.1","DNS","79","7-DNS","UDP","64","17","","","","A (Host Address)","","0x6233","Standard query 0x6233 A play.googleapis.com"
"414","41396928.885071","0.177418","0.177418000","10.42.0.1","10.42.0.196","DNS","95","7-DNS","UDP","64","17","","89","","A (Host Address)","A (Host Address)","0x6233","Standard query response 0x6233 A play.googleapis.com A 216.58.208.74"
"415","41396933.241767","4.356696","","10.42.0.196","10.42.0.1","DNS","83","7-DNS","UDP","64","18","","","","A (Host Address)","","0xc39e","Standard query 0xc39e A youtubei.googleapis.com"
"416","41396938.195886","4.954119","","10.42.0.196","10.42.0.1","DNS","83","7-DNS","UDP","64","18","","","â\234\223","A (Host Address)","","0xc39e","Standard query 0xc39e A youtubei.googleapis.com"
"417","41396938.982351","0.786465","5.740584000","10.42.0.1","10.42.0.196","DNS","83","7-DNS","UDP","64","18","","","","A (Host Address)","","0xc39e","Standard query response 0xc39e Server failure A youtubei.googleapis.com"
