"No.","Time","DeltaDisplay","DeltaApplication","Source","Destination","Protocol","Len","ColorRule","Protocol","IP TTL","Stream#","SEQ","DNS TTL","DNS Retrans","QType","RType","Transaction ID","Info"
"151","41396923.663206","0.037794","","10.42.0.196","chat.cdn.whatsapp.net","TCP","66","4-TCP","TCP","64","1","353","","","","","","38576  >  xmpp-client(5222) [ACK] Seq=353 Ack=380 Win=88064 Len=0 TSval=3098362 TSecr=2952987534"
"152","41396923.672361","0.009155","","chat.cdn.whatsapp.net","10.42.0.196","TCP","66","4-TCP","TCP","78","1","380","","","","","","xmpp-client(5222)  >  38576 [ACK] Seq=380 Ack=353 Win=66816 Len=0 TSval=2952987581 TSecr=3098351"
"153","41396923.757777","0.085416","","chat.cdn.whatsapp.net","10.42.0.196","TCP","261","4-TCP","TCP","78","1","380","","","","","","xmpp-client(5222)  >  38576 [PSH, ACK] Seq=380 Ack=353 Win=66816 Len=195 TSval=2952987666 TSecr=3098351"
"154","41396923.761007","0.003230","","10.42.0.196","chat.cdn.whatsapp.net","TCP","66","4-TCP","TCP","64","1","353","","","","","","38576  >  xmpp-client(5222) [ACK] Seq=353 Ack=575 Win=88064 Len=0 TSval=3098371 TSecr=2952987666"
"155","41396923.771754","0.010747","","chat.cdn.whatsapp.net","10.42.0.196","TCP","1446","4-TCP","TCP","78","1","575","","","","","","xmpp-client(5222)  >  38576 [ACK] Seq=575 Ack=353 Win=66816 Len=1380 TSval=2952987679 TSecr=3098351"
"156","41396923.772193","0.000439","","chat.cdn.whatsapp.net","10.42.0.196","TCP","438","T-TCP ExpertError","TCP","78","1","2066","","","","","","[TCP Previous segment not captured] xmpp-client(5222)  >  38576 [PSH, ACK] Seq=2066 Ack=353 Win=66816 Len=372 TSval=2952987679 TSecr=3098351"
"157","41396923.772225","0.000032","","chat.cdn.whatsapp.net","10.42.0.196","TCP","177","T-TCP ExpertError","TCP","78","1","1955","","","","","","[TCP Out-Of-Order] xmpp-client(5222)  >  38576 [PSH, ACK] Seq=1955 Ack=353 Win=66816 Len=111 TSval=2952987679 TSecr=3098351"
"158","41396923.773505","0.001280","","10.42.0.196","chat.cdn.whatsapp.net","TCP","66","4-TCP","TCP","64","1","353","","","","","","38576  >  xmpp-client(5222) [ACK] Seq=353 Ack=1955 Win=90624 Len=0 TSval=3098373 TSecr=2952987679"
"159","41396923.773567","0.000062","","10.42.0.196","chat.cdn.whatsapp.net","TCP","78","4-TCP","TCP","64","1","353","","","","","","[TCP Window Update] 38576  >  xmpp-client(5222) [ACK] Seq=353 Ack=1955 Win=93184 Len=0 TSval=3098373 TSecr=2952987679 SLE=2066 SRE=2438"
"160","41396923.773606","0.000039","","10.42.0.196","chat.cdn.whatsapp.net","TCP","66","4-TCP","TCP","64","1","353","","","","","","38576  >  xmpp-client(5222) [ACK] Seq=353 Ack=2438 Win=93184 Len=0 TSval=3098373 TSecr=2952987679"
"161","41396925.242414","1.468808","","10.42.0.196","chat.cdn.whatsapp.net","TCP","69","4-TCP","TCP","64","1","353","","","","","","38576  >  xmpp-client(5222) [PSH, ACK] Seq=353 Ack=2438 Win=93184 Len=3 TSval=3098518 TSecr=2952987679"
"162","41396925.444199","0.201785","","chat.cdn.whatsapp.net","10.42.0.196","TCP","66","4-TCP","TCP","78","1","2438","","","","","","xmpp-client(5222)  >  38576 [ACK] Seq=2438 Ack=356 Win=66816 Len=0 TSval=2952989262 TSecr=3098518"
"163","41396925.447196","0.002997","","10.42.0.196","chat.cdn.whatsapp.net","TCP","99","4-TCP","TCP","64","1","356","","","","","","38576  >  xmpp-client(5222) [PSH, ACK] Seq=356 Ack=2438 Win=93184 Len=33 TSval=3098540 TSecr=2952989262"
"164","41396925.594380","0.147184","","chat.cdn.whatsapp.net","10.42.0.196","TCP","66","4-TCP","TCP","78","1","2438","","","","","","xmpp-client(5222)  >  38576 [ACK] Seq=2438 Ack=389 Win=66816 Len=0 TSval=2952989467 TSecr=3098540"
"165","41396927.955654","2.361274","","10.42.0.196","chat.cdn.whatsapp.net","TCP","69","4-TCP","TCP","64","1","389","","","","","","38576  >  xmpp-client(5222) [PSH, ACK] Seq=389 Ack=2438 Win=93184 Len=3 TSval=3098789 TSecr=2952989467"
"166","41396928.065803","0.110149","","chat.cdn.whatsapp.net","10.42.0.196","TCP","66","4-TCP","TCP","78","1","2438","","","","","","xmpp-client(5222)  >  38576 [ACK] Seq=2438 Ack=392 Win=66816 Len=0 TSval=2952991974 TSecr=3098789"
"167","41396928.066561","0.000758","","10.42.0.196","chat.cdn.whatsapp.net","TCP","321","4-TCP","TCP","64","1","392","","","","","","38576  >  xmpp-client(5222) [PSH, ACK] Seq=392 Ack=2438 Win=93184 Len=255 TSval=3098802 TSecr=2952991974"
"168","41396928.177445","0.110884","","chat.cdn.whatsapp.net","10.42.0.196","TCP","66","4-TCP","TCP","78","1","2438","","","","","","xmpp-client(5222)  >  38576 [ACK] Seq=2438 Ack=647 Win=67840 Len=0 TSval=2952992087 TSecr=3098802"
"169","41396928.375343","0.197898","","chat.cdn.whatsapp.net","10.42.0.196","TCP","177","T-TCP ExpertError","TCP","78","1","3818","","","","","","[TCP Previous segment not captured] xmpp-client(5222)  >  38576 [PSH, ACK] Seq=3818 Ack=647 Win=67840 Len=111 TSval=2952992285 TSecr=3098802"
"170","41396928.376472","0.001129","","10.42.0.196","chat.cdn.whatsapp.net","TCP","78","N-TCP Dup Ack","TCP","64","1","647","","","","","","[TCP Dup ACK 160#1] 38576  >  xmpp-client(5222) [ACK] Seq=647 Ack=2438 Win=93184 Len=0 TSval=3098833 TSecr=2952992087 SLE=3818 SRE=3929"
"171","41396928.377614","0.001142","","chat.cdn.whatsapp.net","10.42.0.196","TCP","1446","T-TCP ExpertError","TCP","78","1","2438","","","","","","[TCP Out-Of-Order] xmpp-client(5222)  >  38576 [ACK] Seq=2438 Ack=647 Win=67840 Len=1380 TSval=2952992285 TSecr=3098802"
"172","41396928.378843","0.001229","","10.42.0.196","chat.cdn.whatsapp.net","TCP","66","4-TCP","TCP","64","1","647","","","","","","38576  >  xmpp-client(5222) [ACK] Seq=647 Ack=3929 Win=96256 Len=0 TSval=3098833 TSecr=2952992285"
"173","41396928.380401","0.001558","","chat.cdn.whatsapp.net","10.42.0.196","TCP","710","4-TCP","TCP","78","1","3929","","","","","","xmpp-client(5222)  >  38576 [PSH, ACK] Seq=3929 Ack=647 Win=67840 Len=644 TSval=2952992289 TSecr=3098802"
"174","41396928.381412","0.001011","","10.42.0.196","chat.cdn.whatsapp.net","TCP","66","4-TCP","TCP","64","1","647","","","","","","38576  >  xmpp-client(5222) [ACK] Seq=647 Ack=4573 Win=98816 Len=0 TSval=3098833 TSecr=2952992289"
"175","41396928.815818","0.434406","","10.42.0.196","chat.cdn.whatsapp.net","TCP","69","4-TCP","TCP","64","1","647","","","","","","38576  >  xmpp-client(5222) [PSH, ACK] Seq=647 Ack=4573 Win=98816 Len=3 TSval=3098877 TSecr=2952992289"
"176","41396928.925432","0.109614","","chat.cdn.whatsapp.net","10.42.0.196","TCP","66","4-TCP","TCP","78","1","4573","","","","","","xmpp-client(5222)  >  38576 [ACK] Seq=4573 Ack=650 Win=67840 Len=0 TSval=2952992835 TSecr=3098877"
"177","41396928.929032","0.003600","","10.42.0.196","chat.cdn.whatsapp.net","TCP","603","4-TCP","TCP","64","1","650","","","","","","38576  >  xmpp-client(5222) [PSH, ACK] Seq=650 Ack=4573 Win=98816 Len=537 TSval=3098888 TSecr=2952992835"
"178","41396929.042398","0.113366","","chat.cdn.whatsapp.net","10.42.0.196","TCP","66","4-TCP","TCP","78","1","4573","","","","","","xmpp-client(5222)  >  38576 [ACK] Seq=4573 Ack=1187 Win=68864 Len=0 TSval=2952992952 TSecr=3098888"
"179","41396929.128092","0.085694","","chat.cdn.whatsapp.net","10.42.0.196","TCP","123","4-TCP","TCP","78","1","4573","","","","","","xmpp-client(5222)  >  38576 [PSH, ACK] Seq=4573 Ack=1187 Win=68864 Len=57 TSval=2952993036 TSecr=3098888"
"180","41396929.128128","0.000036","","chat.cdn.whatsapp.net","10.42.0.196","TCP","123","4-TCP","TCP","78","1","4630","","","","","","xmpp-client(5222)  >  38576 [PSH, ACK] Seq=4630 Ack=1187 Win=68864 Len=57 TSval=2952993037 TSecr=3098888"
"181","41396929.128149","0.000021","","chat.cdn.whatsapp.net","10.42.0.196","TCP","123","4-TCP","TCP","78","1","4687","","","","","","xmpp-client(5222)  >  38576 [PSH, ACK] Seq=4687 Ack=1187 Win=68864 Len=57 TSval=2952993037 TSecr=3098888"
"182","41396929.128160","0.000011","","chat.cdn.whatsapp.net","10.42.0.196","TCP","123","4-TCP","TCP","78","1","4744","","","","","","xmpp-client(5222)  >  38576 [PSH, ACK] Seq=4744 Ack=1187 Win=68864 Len=57 TSval=2952993037 TSecr=3098888"
"183","41396929.128901","0.000741","","chat.cdn.whatsapp.net","10.42.0.196","TCP","123","4-TCP","TCP","78","1","4801","","","","","","xmpp-client(5222)  >  38576 [PSH, ACK] Seq=4801 Ack=1187 Win=68864 Len=57 TSval=2952993037 TSecr=3098888"
"184","41396929.129430","0.000529","","10.42.0.196","chat.cdn.whatsapp.net","TCP","66","4-TCP","TCP","64","1","1187","","","","","","38576  >  xmpp-client(5222) [ACK] Seq=1187 Ack=4630 Win=98816 Len=0 TSval=3098908 TSecr=2952993036"
"185","41396929.129589","0.000159","","10.42.0.196","chat.cdn.whatsapp.net","TCP","66","4-TCP","TCP","64","1","1187","","","","","","38576  >  xmpp-client(5222) [ACK] Seq=1187 Ack=4687 Win=98816 Len=0 TSval=3098908 TSecr=2952993037"
"186","41396929.129733","0.000144","","10.42.0.196","chat.cdn.whatsapp.net","TCP","66","4-TCP","TCP","64","1","1187","","","","","","38576  >  xmpp-client(5222) [ACK] Seq=1187 Ack=4744 Win=98816 Len=0 TSval=3098908 TSecr=2952993037"
"187","41396929.130329","0.000596","","10.42.0.196","chat.cdn.whatsapp.net","TCP","66","4-TCP","TCP","64","1","1187","","","","","","38576  >  xmpp-client(5222) [ACK] Seq=1187 Ack=4801 Win=98816 Len=0 TSval=3098908 TSecr=2952993037"
"188","41396929.130345","0.000016","","10.42.0.196","chat.cdn.whatsapp.net","TCP","66","4-TCP","TCP","64","1","1187","","","","","","38576  >  xmpp-client(5222) [ACK] Seq=1187 Ack=4858 Win=98816 Len=0 TSval=3098908 TSecr=2952993037"
"189","41396929.628607","0.498262","","chat.cdn.whatsapp.net","10.42.0.196","TCP","178","4-TCP","TCP","78","1","4858","","","","","","xmpp-client(5222)  >  38576 [PSH, ACK] Seq=4858 Ack=1187 Win=68864 Len=112 TSval=2952993538 TSecr=3098908"
"190","41396929.863612","0.235005","","10.42.0.196","chat.cdn.whatsapp.net","TCP","66","4-TCP","TCP","64","1","1187","","","","","","38576  >  xmpp-client(5222) [ACK] Seq=1187 Ack=4970 Win=98816 Len=0 TSval=3098982 TSecr=2952993538"
"191","41396929.870497","0.006885","","10.42.0.196","chat.cdn.whatsapp.net","TCP","69","4-TCP","TCP","64","1","1187","","","","","","38576  >  xmpp-client(5222) [PSH, ACK] Seq=1187 Ack=4970 Win=98816 Len=3 TSval=3098982 TSecr=2952993538"
"192","41396929.943641","0.073144","","chat.cdn.whatsapp.net","10.42.0.196","TCP","217","4-TCP","TCP","78","1","4970","","","","","","xmpp-client(5222)  >  38576 [PSH, ACK] Seq=4970 Ack=1187 Win=68864 Len=151 TSval=2952993853 TSecr=3098908"
"193","41396929.980570","0.036929","","chat.cdn.whatsapp.net","10.42.0.196","TCP","66","4-TCP","TCP","78","1","5121","","","","","","xmpp-client(5222)  >  38576 [ACK] Seq=5121 Ack=1190 Win=68864 Len=0 TSval=2952993890 TSecr=3098982"
"194","41396929.981888","0.001318","","10.42.0.196","chat.cdn.whatsapp.net","TCP","175","4-TCP","TCP","64","1","1190","","","","","","38576  >  xmpp-client(5222) [PSH, ACK] Seq=1190 Ack=5121 Win=98816 Len=109 TSval=3098993 TSecr=2952993853"
"195","41396930.091479","0.109591","","chat.cdn.whatsapp.net","10.42.0.196","TCP","66","4-TCP","TCP","78","1","5121","","","","","","xmpp-client(5222)  >  38576 [ACK] Seq=5121 Ack=1299 Win=68864 Len=0 TSval=2952994001 TSecr=3098993"
"196","41396930.098519","0.007040","","chat.cdn.whatsapp.net","10.42.0.196","TCP","207","4-TCP","TCP","78","1","5121","","","","","","xmpp-client(5222)  >  38576 [PSH, ACK] Seq=5121 Ack=1299 Win=68864 Len=141 TSval=2952994007 TSecr=3098993"
"197","41396930.098573","0.000054","","chat.cdn.whatsapp.net","10.42.0.196","TCP","207","4-TCP","TCP","78","1","5262","","","","","","xmpp-client(5222)  >  38576 [PSH, ACK] Seq=5262 Ack=1299 Win=68864 Len=141 TSval=2952994007 TSecr=3098993"
"198","41396930.098806","0.000233","","chat.cdn.whatsapp.net","10.42.0.196","TCP","207","4-TCP","TCP","78","1","5403","","","","","","xmpp-client(5222)  >  38576 [PSH, ACK] Seq=5403 Ack=1299 Win=68864 Len=141 TSval=2952994008 TSecr=3098993"
"199","41396930.099453","0.000647","","chat.cdn.whatsapp.net","10.42.0.196","TCP","207","4-TCP","TCP","78","1","5544","","","","","","xmpp-client(5222)  >  38576 [PSH, ACK] Seq=5544 Ack=1299 Win=68864 Len=141 TSval=2952994009 TSecr=3098993"
"200","41396930.099758","0.000305","","chat.cdn.whatsapp.net","10.42.0.196","TCP","207","4-TCP","TCP","78","1","5685","","","","","","xmpp-client(5222)  >  38576 [PSH, ACK] Seq=5685 Ack=1299 Win=68864 Len=141 TSval=2952994009 TSecr=3098993"
"201","41396930.100305","0.000547","","10.42.0.196","chat.cdn.whatsapp.net","TCP","66","4-TCP","TCP","64","1","1299","","","","","","38576  >  xmpp-client(5222) [ACK] Seq=1299 Ack=5544 Win=98816 Len=0 TSval=3099005 TSecr=2952994007"
"202","41396930.101933","0.001628","","10.42.0.196","chat.cdn.whatsapp.net","TCP","66","4-TCP","TCP","64","1","1299","","","","","","38576  >  xmpp-client(5222) [ACK] Seq=1299 Ack=5826 Win=98816 Len=0 TSval=3099005 TSecr=2952994009"
"203","41396930.105803","0.003870","","10.42.0.196","chat.cdn.whatsapp.net","TCP","69","4-TCP","TCP","64","1","1299","","","","","","38576  >  xmpp-client(5222) [PSH, ACK] Seq=1299 Ack=5826 Win=98816 Len=3 TSval=3099006 TSecr=2952994009"
"204","41396930.216225","0.110422","","chat.cdn.whatsapp.net","10.42.0.196","TCP","66","4-TCP","TCP","78","1","5826","","","","","","xmpp-client(5222)  >  38576 [ACK] Seq=5826 Ack=1302 Win=68864 Len=0 TSval=2952994125 TSecr=3099006"
"205","41396930.217421","0.001196","","10.42.0.196","chat.cdn.whatsapp.net","TCP","348","4-TCP","TCP","64","1","1302","","","","","","38576  >  xmpp-client(5222) [PSH, ACK] Seq=1302 Ack=5826 Win=98816 Len=282 TSval=3099017 TSecr=2952994125"
"206","41396930.328278","0.110857","","chat.cdn.whatsapp.net","10.42.0.196","TCP","66","4-TCP","TCP","78","1","5826","","","","","","xmpp-client(5222)  >  38576 [ACK] Seq=5826 Ack=1584 Win=69888 Len=0 TSval=2952994238 TSecr=3099017"
"207","41396936.579910","6.251632","","10.42.0.196","chat.cdn.whatsapp.net","TCP","69","4-TCP","TCP","64","1","1584","","","","","","38576  >  xmpp-client(5222) [PSH, ACK] Seq=1584 Ack=5826 Win=98816 Len=3 TSval=3099653 TSecr=2952994238"
"208","41396936.690549","0.110639","","chat.cdn.whatsapp.net","10.42.0.196","TCP","66","4-TCP","TCP","78","1","5826","","","","","","xmpp-client(5222)  >  38576 [ACK] Seq=5826 Ack=1587 Win=69888 Len=0 TSval=2953000600 TSecr=3099653"
"209","41396936.691813","0.001264","","10.42.0.196","chat.cdn.whatsapp.net","TCP","189","4-TCP","TCP","64","1","1587","","","","","","38576  >  xmpp-client(5222) [PSH, ACK] Seq=1587 Ack=5826 Win=98816 Len=123 TSval=3099664 TSecr=2953000600"
"210","41396936.764673","0.072860","","chat.cdn.whatsapp.net","10.42.0.196","TCP","255","4-TCP","TCP","78","1","5826","","","","","","xmpp-client(5222)  >  38576 [PSH, ACK] Seq=5826 Ack=1587 Win=69888 Len=189 TSval=2953000674 TSecr=3099653"
"211","41396936.802813","0.038140","","chat.cdn.whatsapp.net","10.42.0.196","TCP","66","4-TCP","TCP","78","1","6015","","","","","","xmpp-client(5222)  >  38576 [ACK] Seq=6015 Ack=1710 Win=69888 Len=0 TSval=2953000712 TSecr=3099664"
"212","41396936.804096","0.001283","","10.42.0.196","chat.cdn.whatsapp.net","TCP","66","4-TCP","TCP","64","1","1710","","","","","","38576  >  xmpp-client(5222) [ACK] Seq=1710 Ack=6015 Win=98816 Len=0 TSval=3099676 TSecr=2953000674"
"213","41396936.804188","0.000092","","10.42.0.196","chat.cdn.whatsapp.net","TCP","155","4-TCP","TCP","64","1","1710","","","","","","38576  >  xmpp-client(5222) [PSH, ACK] Seq=1710 Ack=6015 Win=98816 Len=89 TSval=3099676 TSecr=2953000712"
"214","41396936.908582","0.104394","","chat.cdn.whatsapp.net","10.42.0.196","TCP","124","4-TCP","TCP","78","1","6015","","","","","","xmpp-client(5222)  >  38576 [PSH, ACK] Seq=6015 Ack=1710 Win=69888 Len=58 TSval=2953000818 TSecr=3099664"
"215","41396936.911033","0.002451","","10.42.0.196","chat.cdn.whatsapp.net","TCP","66","4-TCP","TCP","64","1","1799","","","","","","38576  >  xmpp-client(5222) [ACK] Seq=1799 Ack=6073 Win=98816 Len=0 TSval=3099686 TSecr=2953000818"
"216","41396936.916486","0.005453","","chat.cdn.whatsapp.net","10.42.0.196","TCP","66","4-TCP","TCP","78","1","6073","","","","","","xmpp-client(5222)  >  38576 [ACK] Seq=6073 Ack=1799 Win=69888 Len=0 TSval=2953000824 TSecr=3099676"
"217","41396943.499724","6.583238","","10.42.0.196","chat.cdn.whatsapp.net","TCP","69","4-TCP","TCP","64","1","1799","","","","","","38576  >  xmpp-client(5222) [PSH, ACK] Seq=1799 Ack=6073 Win=98816 Len=3 TSval=3100345 TSecr=2953000824"
"218","41396943.610763","0.111039","","chat.cdn.whatsapp.net","10.42.0.196","TCP","66","4-TCP","TCP","78","1","6073","","","","","","xmpp-client(5222)  >  38576 [ACK] Seq=6073 Ack=1802 Win=69888 Len=0 TSval=2953007519 TSecr=3100345"
"219","41396943.611903","0.001140","","10.42.0.196","chat.cdn.whatsapp.net","TCP","163","4-TCP","TCP","64","1","1802","","","","","","38576  >  xmpp-client(5222) [PSH, ACK] Seq=1802 Ack=6073 Win=98816 Len=97 TSval=3100356 TSecr=2953007519"
"220","41396943.724688","0.112785","","chat.cdn.whatsapp.net","10.42.0.196","TCP","66","4-TCP","TCP","78","1","6073","","","","","","xmpp-client(5222)  >  38576 [ACK] Seq=6073 Ack=1899 Win=69888 Len=0 TSval=2953007634 TSecr=3100356"
"221","41396943.823028","0.098340","","chat.cdn.whatsapp.net","10.42.0.196","TCP","123","4-TCP","TCP","78","1","6073","","","","","","xmpp-client(5222)  >  38576 [PSH, ACK] Seq=6073 Ack=1899 Win=69888 Len=57 TSval=2953007732 TSecr=3100356"
"222","41396943.824093","0.001065","","10.42.0.196","chat.cdn.whatsapp.net","TCP","66","4-TCP","TCP","64","1","1899","","","","","","38576  >  xmpp-client(5222) [ACK] Seq=1899 Ack=6130 Win=98816 Len=0 TSval=3100378 TSecr=2953007732"
"223","41396944.347951","0.523858","","chat.cdn.whatsapp.net","10.42.0.196","TCP","199","4-TCP","TCP","78","1","6130","","","","","","xmpp-client(5222)  >  38576 [PSH, ACK] Seq=6130 Ack=1899 Win=69888 Len=133 TSval=2953008257 TSecr=3100378"
"224","41396944.348989","0.001038","","10.42.0.196","chat.cdn.whatsapp.net","TCP","66","4-TCP","TCP","64","1","1899","","","","","","38576  >  xmpp-client(5222) [ACK] Seq=1899 Ack=6263 Win=98816 Len=0 TSval=3100430 TSecr=2953008257"
"225","41396944.359385","0.010396","","10.42.0.196","chat.cdn.whatsapp.net","TCP","69","4-TCP","TCP","64","1","1899","","","","","","38576  >  xmpp-client(5222) [PSH, ACK] Seq=1899 Ack=6263 Win=98816 Len=3 TSval=3100431 TSecr=2953008257"
"226","41396944.469900","0.110515","","chat.cdn.whatsapp.net","10.42.0.196","TCP","66","4-TCP","TCP","78","1","6263","","","","","","xmpp-client(5222)  >  38576 [ACK] Seq=6263 Ack=1902 Win=69888 Len=0 TSval=2953008379 TSecr=3100431"
"227","41396944.470884","0.000984","","10.42.0.196","chat.cdn.whatsapp.net","TCP","120","4-TCP","TCP","64","1","1902","","","","","","38576  >  xmpp-client(5222) [PSH, ACK] Seq=1902 Ack=6263 Win=98816 Len=54 TSval=3100442 TSecr=2953008379"
"228","41396944.580763","0.109879","","chat.cdn.whatsapp.net","10.42.0.196","TCP","66","4-TCP","TCP","78","1","6263","","","","","","xmpp-client(5222)  >  38576 [ACK] Seq=6263 Ack=1956 Win=69888 Len=0 TSval=2953008490 TSecr=3100442"
"229","41396946.460019","1.879256","","10.42.0.196","chat.cdn.whatsapp.net","TCP","69","4-TCP","TCP","64","1","1956","","","","","","38576  >  xmpp-client(5222) [PSH, ACK] Seq=1956 Ack=6263 Win=98816 Len=3 TSval=3100640 TSecr=2953008490"
"230","41396946.571071","0.111052","","chat.cdn.whatsapp.net","10.42.0.196","TCP","66","4-TCP","TCP","78","1","6263","","","","","","xmpp-client(5222)  >  38576 [ACK] Seq=6263 Ack=1959 Win=69888 Len=0 TSval=2953010480 TSecr=3100640"
"231","41396946.573422","0.002351","","10.42.0.196","chat.cdn.whatsapp.net","TCP","101","4-TCP","TCP","64","1","1959","","","","","","38576  >  xmpp-client(5222) [PSH, ACK] Seq=1959 Ack=6263 Win=98816 Len=35 TSval=3100652 TSecr=2953010480"
"232","41396946.683654","0.110232","","chat.cdn.whatsapp.net","10.42.0.196","TCP","66","4-TCP","TCP","78","1","6263","","","","","","xmpp-client(5222)  >  38576 [ACK] Seq=6263 Ack=1994 Win=69888 Len=0 TSval=2953010593 TSecr=3100652"
"233","41396946.767742","0.084088","","chat.cdn.whatsapp.net","10.42.0.196","TCP","107","4-TCP","TCP","78","1","6263","","","","","","xmpp-client(5222)  >  38576 [PSH, ACK] Seq=6263 Ack=1994 Win=69888 Len=41 TSval=2953010677 TSecr=3100652"
"234","41396946.804831","0.037089","","10.42.0.196","chat.cdn.whatsapp.net","TCP","66","4-TCP","TCP","64","1","1994","","","","","","38576  >  xmpp-client(5222) [ACK] Seq=1994 Ack=6304 Win=98816 Len=0 TSval=3100676 TSecr=2953010677"
"235","41396922.921154","-23.883677","","10.42.0.196","10.42.0.1","DNS","79","7-DNS","UDP","64","4","","","","A (Host Address)","","0x1566","Standard query 0x1566 A clients3.google.com"
"236","41396923.213627","0.292473","0.292473000","10.42.0.1","10.42.0.196","DNS","119","7-DNS","UDP","64","4","","154,300","","A (Host Address)","CNAME (Canonical NAME for an alias),A (Host Address)","0x1566","Standard query response 0x1566 A clients3.google.com CNAME clients.l.google.com A 142.250.185.46"
"237","41396922.921444","-0.292183","","10.42.0.196","10.42.0.1","DNS","76","7-DNS","UDP","64","5","","","","A (Host Address)","","0x0107","Standard query 0x0107 A time.android.com"
"238","41396923.195899","0.274455","0.274455000","10.42.0.1","10.42.0.196","DNS","140","7-DNS","UDP","64","5","","248,248,248,248","","A (Host Address)","A (Host Address),A (Host Address),A (Host Address),A (Host Address)","0x0107","Standard query response 0x0107 A time.android.com A 216.239.35.4 A 216.239.35.12 A 216.239.35.8 A 216.239.35.0"
"239","41396923.179247","-0.016652","","10.42.0.1","10.42.0.196","DNS","83","7-DNS","UDP","64","6","","","","A (Host Address)","","0x7234","Standard query response 0x7234 Server failure A youtubei.googleapis.com"
"240","41396923.180179","0.000932","","10.42.0.196","10.42.0.1","ICMP","111","T-ICMP errors","ICMP,UDP","64,64","6","","","","A (Host Address)","","0x7234","Destination unreachable (Port unreachable)"
"241","41396938.983525","15.803346","","10.42.0.196","10.42.0.1","ICMP","111","T-ICMP errors","ICMP,UDP","64,64","7","","","","A (Host Address)","","0xede3","Destination unreachable (Port unreachable)"
"242","41396938.984537","0.001012","","10.42.0.196","10.42.0.1","ICMP","111","T-ICMP errors","ICMP,UDP","64,64","8","","","","A (Host Address)","","0xa669","Destination unreachable (Port unreachable)"
"243","41396938.984577","0.000040","","10.42.0.196","10.42.0.1","ICMP","111","T-ICMP errors","ICMP,UDP","64,64","9","","","","A (Host Address)","","0x4e44","Destination unreachable (Port unreachable)"
"244","41396944.234199","5.249622","","10.42.0.196","10.42.0.1","ICMP","111","T-ICMP errors","ICMP,UDP","64,64","10","","","","A (Host Address)","","0x6e44","Destination unreachable (Port unreachable)"
"245","41396923.180314","-21.053885","","10.42.0.196","10.42.0.1","DNS","83","7-DNS","UDP","64","7","","","","A (Host Address)","","0xede3","Standard query 0xede3 A youtubei.googleapis.com"
"246","41396938.982282","15.801968","15.801968000","10.42.0.1","10.42.0.196","DNS","83","7-DNS","UDP","64","7","","","","A (Host Address)","","0xede3","Standard query response 0xede3 Server failure A youtubei.googleapis.com"
"247","41396923.182656","-15.799626","","10.42.0.196","10.42.0.1","DNS","83","7-DNS","UDP","64","9","","","","A (Host Address)","","0x4e44","Standard query 0x4e44 A youtubei.googleapis.com"
"248","41396928.183160","5.000504","","10.42.0.196","10.42.0.1","DNS","83","7-DNS","UDP","64","9","","","","A (Host Address)","","0x4e44","Standard query 0x4e44 A youtubei.googleapis.com"
"249","41396938.982381","10.799221","10.799221000","10.42.0.1","10.42.0.196","DNS","83","7-DNS","UDP","64","9","","","","A (Host Address)","","0x4e44","Standard query response 0x4e44 Server failure A youtubei.googleapis.com"
"250","41396923.200948","-15.781433","","10.42.0.196","time.android.com","UDP","90","4-UDP","UDP","64","11","","","","","","","42881  >  ntp(123) Len=48"
"251","41396923.223699","0.022751","","10.42.0.196","clients.l.google.com","TCP","74","N-TCP SYN","TCP","64","2","0","","","","","","39606  >  http(80) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=3098318 TSecr=0 WS=512"
"252","41396923.290203","0.066504","","clients.l.google.com","10.42.0.196","TCP","58","T-No WinScale or SACK","TCP","60","2","0","","","","","","http(80)  >  39606 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1400"
"253","41396923.291534","0.001331","","10.42.0.196","clients.l.google.com","TCP","54","7-HTTP","TCP","64","2","1","","","","","","39606  >  http(80) [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"254","41396923.294216","0.002682","","10.42.0.196","clients.l.google.com","HTTP","239","7-HTTP","TCP","64","2","1","","","","","","GET /generate_204 HTTP/1.1 "
"255","41396923.320304","0.026088","","clients.l.google.com","10.42.0.196","TCP","54","7-HTTP","TCP","60","2","1","","","","","","http(80)  >  39606 [ACK] Seq=1 Ack=186 Win=30016 Len=0"
"256","41396923.404191","0.083887","0.109975000","clients.l.google.com","10.42.0.196","HTTP","137","7-HTTP","TCP","60","2","1","","","","","","HTTP/1.1 204 No Content "
"257","41396923.404729","0.000538","","10.42.0.196","clients.l.google.com","TCP","54","7-HTTP","TCP","64","2","186","","","","","","39606  >  http(80) [ACK] Seq=186 Ack=84 Win=65535 Len=0"
"258","41396928.185706","4.780977","","10.42.0.196","10.42.0.1","DNS","83","7-DNS","UDP","64","8","","","","A (Host Address)","","0xa669","Standard query 0xa669 A youtubei.googleapis.com"
"259","41396933.241857","5.056151","","10.42.0.196","10.42.0.1","DNS","83","7-DNS","UDP","64","8","","","","A (Host Address)","","0xa669","Standard query 0xa669 A youtubei.googleapis.com"
